temp,R0.scaled
25.72,0.8048
25.73,0.8065
25.74,0.8082
25.75,0.8098
25.76,0.8115
25.77,0.8132
25.78,0.8148
25.79,0.8165
25.8,0.8181
25.81,0.8197
25.82,0.8214
25.83,0.823
25.84,0.8246
25.85,0.8262
25.86,0.8278
25.87,0.8295
25.88,0.8311
25.89,0.8326
25.9,0.8342
25.91,0.8358
25.92,0.8374
25.93,0.839
25.94,0.8405
25.95,0.8421
25.96,0.8437
25.97,0.8452
25.98,0.8468
25.99,0.8483
26,0.8498
26.01,0.8514
26.02,0.8529
26.03,0.8544
26.04,0.8559
26.05,0.8574
26.06,0.8589
26.07,0.8604
26.08,0.8619
26.09,0.8634
26.1,0.8648
26.11,0.8663
26.12,0.8678
26.13,0.8692
26.14,0.8707
26.15,0.8721
26.16,0.8735
26.17,0.8749
26.18,0.8764
26.19,0.8778
26.2,0.8792
26.21,0.8806
26.22,0.882
26.23,0.8834
26.24,0.8847
26.25,0.8861
26.26,0.8875
26.27,0.8888
26.28,0.8902
26.29,0.8915
26.3,0.8928
26.31,0.8942
26.32,0.8955
26.33,0.8968
26.34,0.8981
26.35,0.8994
26.36,0.9007
26.37,0.902
26.38,0.9033
26.39,0.9045
26.4,0.9058
26.41,0.907
26.42,0.9083
26.43,0.9095
26.44,0.9108
26.45,0.912
26.46,0.9132
26.47,0.9144
26.48,0.9156
26.49,0.9168
26.5,0.918
26.51,0.9192
26.52,0.9204
26.53,0.9215
26.54,0.9227
26.55,0.9238
26.56,0.925
26.57,0.9261
26.58,0.9272
26.59,0.9284
26.6,0.9295
26.61,0.9306
26.62,0.9317
26.63,0.9328
26.64,0.9338
26.65,0.9349
26.66,0.936
26.67,0.937
26.68,0.9381
26.69,0.9391
26.7,0.9402
26.71,0.9412
26.72,0.9422
26.73,0.9432
26.74,0.9442
26.75,0.9452
26.76,0.9462
26.77,0.9472
26.78,0.9481
26.79,0.9491
26.8,0.95
26.81,0.951
26.82,0.9519
26.83,0.9528
26.84,0.9537
26.85,0.9546
26.86,0.9555
26.87,0.9564
26.88,0.9573
26.89,0.9582
26.9,0.9591
26.91,0.9599
26.92,0.9608
26.93,0.9616
26.94,0.9624
26.95,0.9632
26.96,0.9641
26.97,0.9649
26.98,0.9657
26.99,0.9664
27,0.9672
27.01,0.968
27.02,0.9688
27.03,0.9695
27.04,0.9702
27.05,0.971
27.06,0.9717
27.07,0.9724
27.08,0.9731
27.09,0.9738
27.1,0.9745
27.11,0.9752
27.12,0.9758
27.13,0.9765
27.14,0.9772
27.15,0.9778
27.16,0.9784
27.17,0.9791
27.18,0.9797
27.19,0.9803
27.2,0.9809
27.21,0.9815
27.22,0.9821
27.23,0.9827
27.24,0.9832
27.25,0.9838
27.26,0.9843
27.27,0.9848
27.28,0.9854
27.29,0.9859
27.3,0.9864
27.31,0.9869
27.32,0.9874
27.33,0.9879
27.34,0.9883
27.35,0.9888
27.36,0.9892
27.37,0.9896
27.38,0.99
27.39,0.9904
27.4,0.9909
27.41,0.9913
27.42,0.9917
27.43,0.9921
27.44,0.9925
27.45,0.9928
27.46,0.9932
27.47,0.9935
27.48,0.9939
27.49,0.9942
27.5,0.9945
27.51,0.9949
27.52,0.9952
27.53,0.9955
27.54,0.9958
27.55,0.996
27.56,0.9963
27.57,0.9966
27.58,0.9968
27.59,0.997
27.6,0.9973
27.61,0.9975
27.62,0.9977
27.63,0.9979
27.64,0.9981
27.65,0.9983
27.66,0.9984
27.67,0.9986
27.68,0.9988
27.69,0.9989
27.7,0.999
27.71,0.9992
27.72,0.9993
27.73,0.9994
27.74,0.9995
27.75,0.9996
27.76,0.9997
27.77,0.9998
27.78,0.9998
27.79,0.9999
27.8,0.9999
27.81,1
27.82,1
27.83,1
27.84,1
27.85,1
27.86,1
27.87,1
27.88,0.9999
27.89,0.9999
27.9,0.9998
27.91,0.9998
27.92,0.9997
27.93,0.9996
27.94,0.9995
27.95,0.9994
27.96,0.9993
27.97,0.9992
27.98,0.9991
27.99,0.999
28,0.9988
28.01,0.9986
28.02,0.9985
28.03,0.9983
28.04,0.9981
28.05,0.9979
28.06,0.9977
28.07,0.9975
28.08,0.9973
28.09,0.9971
28.1,0.9968
28.11,0.9966
28.12,0.9963
28.13,0.996
28.14,0.9957
28.15,0.9954
28.16,0.9951
28.17,0.9948
28.18,0.9945
28.19,0.9942
28.2,0.9938
28.21,0.9935
28.22,0.9931
28.23,0.9928
28.24,0.9924
28.25,0.992
28.26,0.9916
28.27,0.9912
28.28,0.9908
28.29,0.9904
28.3,0.99
28.31,0.9895
28.32,0.9891
28.33,0.9886
28.34,0.9882
28.35,0.9877
28.36,0.9872
28.37,0.9867
28.38,0.9862
28.39,0.9857
28.4,0.9852
28.41,0.9846
28.42,0.9841
28.43,0.9835
28.44,0.983
28.45,0.9824
28.46,0.9818
28.47,0.9812
28.48,0.9807
28.49,0.98
28.5,0.9794
28.51,0.9788
28.52,0.9782
28.53,0.9775
28.54,0.9769
28.55,0.9762
28.56,0.9755
28.57,0.9749
28.58,0.9742
28.59,0.9735
28.6,0.9728
28.61,0.9721
28.62,0.9713
28.63,0.9706
28.64,0.9699
28.65,0.9691
28.66,0.9684
28.67,0.9676
28.68,0.9668
28.69,0.966
28.7,0.9652
28.71,0.9644
28.72,0.9636
28.73,0.9628
28.74,0.962
28.75,0.9611
28.76,0.9602
28.77,0.9594
28.78,0.9585
28.79,0.9577
28.8,0.9568
28.81,0.9559
28.82,0.955
28.83,0.9541
28.84,0.9532
28.85,0.9523
28.86,0.9513
28.87,0.9504
28.88,0.9495
28.89,0.9485
28.9,0.9475
28.91,0.9466
28.92,0.9456
28.93,0.9446
28.94,0.9436
28.95,0.9426
28.96,0.9416
28.97,0.9405
28.98,0.9395
28.99,0.9385
29,0.9374
29.01,0.9364
29.02,0.9353
29.03,0.9342
29.04,0.9331
29.05,0.932
29.06,0.9309
29.07,0.9298
29.08,0.9287
29.09,0.9276
29.1,0.9264
29.11,0.9253
29.12,0.9242
29.13,0.923
29.14,0.9218
29.15,0.9207
29.16,0.9195
29.17,0.9183
29.18,0.9171
29.19,0.9159
29.2,0.9147
29.21,0.9135
29.22,0.9122
29.23,0.911
29.24,0.9098
29.25,0.9085
29.26,0.9072
29.27,0.906
29.28,0.9047
29.29,0.9034
29.3,0.9021
29.31,0.9008
29.32,0.8995
29.33,0.8982
29.34,0.8969
29.35,0.8955
29.36,0.8942
29.37,0.8929
29.38,0.8915
29.39,0.8901
29.4,0.8888
29.41,0.8874
29.42,0.886
29.43,0.8846
29.44,0.8832
29.45,0.8818
29.46,0.8804
29.47,0.879
29.48,0.8775
29.49,0.8761
29.5,0.8746
29.51,0.8732
29.52,0.8717
29.53,0.8703
29.54,0.8688
29.55,0.8673
29.56,0.8658
29.57,0.8643
29.58,0.8628
29.59,0.8613
29.6,0.8598
29.61,0.8583
29.62,0.8567
29.63,0.8552
29.64,0.8536
29.65,0.8521
29.66,0.8505
29.67,0.8489
29.68,0.8474
29.69,0.8458
29.7,0.8442
29.71,0.8426
29.72,0.841
29.73,0.8394
29.74,0.8377
29.75,0.8361
29.76,0.8345
29.77,0.8328
29.78,0.8312
29.79,0.8295
29.8,0.8279
29.81,0.8262
29.82,0.8245
29.83,0.8229
29.84,0.8212
29.85,0.8195
29.86,0.8178
29.87,0.816
29.88,0.8143
29.89,0.8126
29.9,0.8109
29.91,0.8091
29.92,0.8074
29.93,0.8056
29.94,0.8039
29.95,0.8021
29.96,0.8003
29.97,0.7985
29.98,0.7967
29.99,0.7949
30,0.7931
30.01,0.7913
30.02,0.7895
30.03,0.7877
30.04,0.7858
30.05,0.784
30.06,0.7821
30.07,0.7803
30.08,0.7784
30.09,0.7766
30.1,0.7747
30.11,0.7728
30.12,0.7709
30.13,0.769
30.14,0.7671
30.15,0.7652
30.16,0.7633
30.17,0.7613
30.18,0.7594
30.19,0.7574
30.2,0.7554
30.21,0.7534
30.22,0.7514
30.23,0.7494
30.24,0.7474
30.25,0.7454
30.26,0.7434
30.27,0.7414
30.28,0.7394
30.29,0.7374
30.3,0.7353
30.31,0.7333
30.32,0.7312
30.33,0.7292
30.34,0.7271
30.35,0.725
30.36,0.723
30.37,0.7209
30.38,0.7188
30.39,0.7166
30.4,0.7145
30.41,0.7124
30.42,0.7102
30.43,0.708
30.44,0.7058
30.45,0.7037
30.46,0.7016
30.47,0.6994
30.48,0.6972
30.49,0.695
30.5,0.6928
30.51,0.6906
30.52,0.6884
30.53,0.6862
30.54,0.684
30.55,0.6818
30.56,0.6795
30.57,0.6772
30.58,0.675
30.59,0.6727
30.6,0.6705
30.61,0.6682
30.62,0.666
30.63,0.6636
30.64,0.6612
30.65,0.6588
30.66,0.6564
30.67,0.6541
30.68,0.6516
30.69,0.6492
30.7,0.6469
30.71,0.6445
30.72,0.6422
30.73,0.6398
30.74,0.6375
30.75,0.6352
30.76,0.6328
30.77,0.6304
30.78,0.628
30.79,0.6256
30.8,0.6231
30.81,0.6207
30.82,0.6184
30.83,0.616
30.84,0.6135
30.85,0.6111
30.86,0.6087
30.87,0.6063
30.88,0.6038
30.89,0.6013
30.9,0.5987
30.91,0.5961
30.92,0.5937
30.93,0.5913
30.94,0.5888
30.95,0.5864
30.96,0.5839
30.97,0.5815
30.98,0.579
30.99,0.5765
31,0.5741
31.01,0.5716
31.02,0.5691
31.03,0.5666
31.04,0.5641
31.05,0.5616
31.06,0.5591
31.07,0.5566
31.08,0.5541
31.09,0.5516
31.1,0.5491
31.11,0.5465
31.12,0.5439
31.13,0.5413
31.14,0.5388
31.15,0.5362
31.16,0.5335
31.17,0.5309
31.18,0.5283
31.19,0.5256
31.2,0.5231
31.21,0.5206
31.22,0.5181
31.23,0.5154
31.24,0.5127
31.25,0.5101
31.26,0.5076
31.27,0.5051
31.28,0.5025
31.29,0.5
31.3,0.4974
31.31,0.4948
31.32,0.4921
31.33,0.4896
31.34,0.4871
31.35,0.4846
31.36,0.4822
31.37,0.4796
31.38,0.4771
31.39,0.4746
31.4,0.472
31.41,0.4695
31.42,0.467
31.43,0.4644
31.44,0.462
31.45,0.4594
31.46,0.4568
31.47,0.4542
31.48,0.4516
31.49,0.4491
31.5,0.4465
31.51,0.4439
31.52,0.4413
31.53,0.4387
31.54,0.4361
31.55,0.4334
31.56,0.4308
31.57,0.4282
31.58,0.4256
31.59,0.4229
31.6,0.4202
31.61,0.4176
31.62,0.415
31.63,0.4125
31.64,0.4099
31.65,0.4073
31.66,0.4046
31.67,0.402
31.68,0.3994
31.69,0.3968
31.7,0.3941
31.71,0.3915
31.72,0.3887
31.73,0.3861
31.74,0.3834
31.75,0.3808
31.76,0.3782
31.77,0.3757
31.78,0.3732
31.79,0.3705
31.8,0.3679
31.81,0.3653
31.82,0.3626
31.83,0.3599
31.84,0.3573
31.85,0.3546
31.86,0.3519
31.87,0.3492
31.88,0.3465
31.89,0.3438
31.9,0.3411
31.91,0.3384
31.92,0.3356
31.93,0.3328
31.94,0.3301
31.95,0.3273
31.96,0.3246
31.97,0.3217
31.98,0.319
31.99,0.3161
32,0.3131
32.01,0.3101
32.02,0.3071
32.03,0.3039
32.04,0.3007
32.05,0.2974
32.06,0.2939
32.07,0.2905
32.08,0.287
32.09,0.2834
32.1,0.2799
32.11,0.2761
32.12,0.2724
32.13,0.2685
32.14,0.2645
32.15,0.2605
32.16,0.2564
32.17,0.2525
32.18,0.2484
32.19,0.2441
32.2,0.2402
32.21,0.2364
32.22,0.2322
32.23,0.2281
32.24,0.2242
32.25,0.2201
32.26,0.216
32.27,0.2121
32.28,0.2082
32.29,0.2041
32.3,0.1998
32.31,0.1956
32.32,0.1917
32.33,0.1876
32.34,0.1835
32.35,0.1796
32.36,0.1755
32.37,0.1716
32.38,0.1675
32.39,0.164
32.4,0.1604
32.41,0.1569
32.42,0.1534
32.43,0.1499
32.44,0.1464
32.45,0.143
32.46,0.1397
32.47,0.1366
32.48,0.1335
32.49,0.1303
32.5,0.1274
32.51,0.1244
32.52,0.1212
32.53,0.1184
32.54,0.1155
32.55,0.1127
32.56,0.1098
32.57,0.107
32.58,0.1046
32.59,0.1019
32.6,0.0993
32.61,0.0967
32.62,0.0945
32.63,0.0922
32.64,0.0897
32.65,0.0874
32.66,0.0851
32.67,0.0827
32.68,0.0805
32.69,0.0783
32.7,0.0762
32.71,0.0743
32.72,0.0725
32.73,0.0707
32.74,0.0688
32.75,0.0669
32.76,0.0648
32.77,0.063
32.78,0.0611
32.79,0.0595
32.8,0.0576
32.81,0.0561
32.82,0.0546
32.83,0.0532
32.84,0.0517
32.85,0.0502
32.86,0.049
32.87,0.0476
32.88,0.0464
32.89,0.0452
32.9,0.0441
32.91,0.0429
32.92,0.0417
32.93,0.0405
32.94,0.0394
32.95,0.0383
32.96,0.0372
32.97,0.0362
32.98,0.0352
32.99,0.0343
33,0.0334
33.01,0.0325
33.02,0.0316
33.03,0.0309
33.04,0.03
33.05,0.0293
33.06,0.0285
33.07,0.0278
33.08,0.0271
33.09,0.0265
33.1,0.0259
33.11,0.0252
33.12,0.0246
33.13,0.0238
33.14,0.0232
33.15,0.0225
33.16,0.0218
33.17,0.0211
33.18,0.0206
33.19,0.02
33.2,0.0195
33.21,0.019
33.22,0.0185
33.23,0.0179
33.24,0.0174
33.25,0.0169
33.26,0.0164
33.27,0.016
33.28,0.0156
33.29,0.0152
33.3,0.0147
33.31,0.0144
33.32,0.0141
33.33,0.0137
33.34,0.0133
33.35,0.0129
33.36,0.0126
33.37,0.0123
33.38,0.012
33.39,0.0117
33.4,0.0114
33.41,0.0111
33.42,0.0108
33.43,0.0106
33.44,0.0103
33.45,0.01
33.46,0.0097
33.47,0.0094
33.48,0.0091
33.49,0.0089
33.5,0.0087
33.51,0.0084
33.52,0.0082
33.53,0.008
33.54,0.0078
33.55,0.0076
33.56,0.0074
33.57,0.0072
33.58,0.0068
33.59,0.0067
33.6,0.0065
33.61,0.0063
33.62,0.0062
33.63,0.006
33.64,0.0058
33.65,0.0057
33.66,0.0055
33.67,0.0054
33.68,0.0052
33.69,0.0051
33.7,0.005
33.71,0.0048
33.72,0.0047
33.73,0.0045
33.74,0.0044
33.75,0.0042
33.76,0.0041
33.77,0.004
33.78,0.0039
33.79,0.0038
33.8,0.0037
33.81,0.0036
33.82,0.0035
33.83,0.0034
33.84,0.0033
33.85,0.0032
33.86,0.0031
33.87,0.0029
33.88,0.0028
33.89,0.0027
33.9,0.0027
33.91,0.0025
33.92,0.0024
33.93,0.0023
33.94,0.0023
33.95,0.0022
33.96,0.0021
33.97,0.0021
33.98,0.002
33.99,0.002
34,0.0019
34.01,0.0018
34.02,0.0018
34.03,0.0017
34.04,0.0017
34.05,0.0016
34.06,0.0016
34.07,0.0015
34.08,0.0015
34.09,0.0014
34.1,0.0014
34.11,0.0013
34.12,0.0013
34.13,0.0012
34.14,0.0012
34.15,0.0012
34.16,0.0012
34.17,0.0011
34.18,0.0011
34.19,0.0011
34.2,0.001
34.21,0.001
34.22,0.001
34.23,0.0009
34.24,0.0009
34.25,0.0009
34.26,0.0009
34.27,0.0009
34.28,0.0008
34.29,0.0008
34.3,0.0008
34.31,0.0008
34.32,0.0007
34.33,0.0007
34.34,0.0007
34.35,0.0007
34.36,0.0007
34.37,0.0007
34.38,0.0006
34.39,0.0006
34.4,0.0006
34.41,0.0006
34.42,0.0006
34.43,0.0006
34.44,0.0005
34.45,0.0005
34.46,0.0005
34.47,0.0005
34.48,0.0005
34.49,0.0005
34.5,0.0004
34.51,0.0004
34.52,0.0004
34.53,0.0004
34.54,0.0004
34.55,0.0004
34.56,0.0004
34.57,0.0004
34.58,0.0004
34.59,0.0004
34.6,0.0003
34.61,0.0003
34.62,0.0003
34.63,0.0003
34.64,0.0003
34.65,0.0003
34.66,0.0003
34.67,0.0003
34.68,0.0003
34.69,0.0003
34.7,0.0002
34.71,0.0002
34.72,0.0002
34.73,0.0002
34.74,0.0002
34.75,0.0002
34.76,0.0002
34.77,0.0002
34.78,0.0002
34.79,0.0002
34.8,0.0002
34.81,0.0002
34.82,0.0002
34.83,0.0002
34.84,0.0002
34.85,0.0002
34.86,0.0001
34.87,0.0001
34.88,0.0001
34.89,0.0001
34.9,0.0001
34.91,0.0001
34.92,0.0001
34.93,0.0001
34.94,0.0001
34.95,0.0001
34.96,0.0001
34.97,0.0001
34.98,0.0001
34.99,0.0001
35,0.0001
35.01,0.0001
35.02,0.0001
35.03,0.0001
35.04,0.0001
35.05,0.0001
35.06,0.0001
35.07,0.0001
35.08,0.0001
35.09,0.0001
35.1,0.0001
35.11,0.0001
35.12,0.0001
35.13,0.0001
35.14,0.0001
35.15,0.0001
35.16,0.0001
35.17,0.0001
35.18,0.0001
35.19,0.0001
35.2,0.0001
35.21,0.0001
35.22,0.0001
35.23,0.0001
35.24,0.0001
35.25,0
35.26,0
35.27,0
35.28,0
35.29,0
35.3,0
35.31,0
35.32,0
35.33,0
35.34,0
35.35,0
35.36,0
35.37,0
35.38,0
35.39,0
35.4,0
35.41,0
35.42,0
35.43,0
35.44,0
35.45,0
35.46,0
35.47,0
35.48,0
35.49,0
35.5,0
35.51,0
35.52,0
35.53,0
35.54,0
35.55,0
35.56,0
35.57,0
35.58,0
35.59,0
35.6,0
35.61,0
35.62,0
35.63,0
35.64,0
35.65,0
35.66,0
35.67,0
35.68,0
35.69,0
35.7,0
35.71,0
35.72,0
35.73,0
35.74,0
35.75,0
35.76,0
35.77,0
35.78,0
35.79,0
35.8,0
35.81,0
35.82,0
35.83,0
35.84,0
35.85,0
35.86,0
35.87,0
35.88,0
35.89,0
35.9,0
35.91,0
35.92,0
35.93,0
35.94,0
35.95,0
35.96,0
35.97,0
35.98,0
35.99,0
36,0
36.01,0
36.02,0
36.03,0
36.04,0
36.05,0
36.06,0
36.07,0
36.08,0
36.09,0
36.1,0
36.11,0
36.12,0
36.13,0
36.14,0
36.15,0
36.16,0
36.17,0
36.18,0
36.19,0
36.2,0
36.21,0
36.22,0
36.23,0
36.24,0
36.25,0
36.26,0
36.27,0
36.28,0
36.29,0
36.3,0
36.31,0
36.32,0
36.33,0
36.34,0
36.35,0
36.36,0
36.37,0
36.38,0
36.39,0
36.4,0
36.41,0
36.42,0
36.43,0
36.44,0
36.45,0
36.46,0
36.47,0
36.48,0
36.49,0
36.5,0
36.51,0
36.52,0
36.53,0
36.54,0
36.55,0
36.56,0
36.57,0
36.58,0
36.59,0
36.6,0
36.61,0
36.62,0
36.63,0
36.64,0
36.65,0
36.66,0
36.67,0
36.68,0
36.69,0
36.7,0
36.71,0
36.72,0
36.73,0
36.74,0
36.75,0
36.76,0
36.77,0
36.78,0
36.79,0
36.8,0
36.81,0
36.82,0
36.83,0
36.84,0
36.85,0
36.86,0
36.87,0
36.88,0
36.89,0
36.9,0
36.91,0
36.92,0
36.93,0
36.94,0
36.95,0
36.96,0
36.97,0
36.98,0
36.99,0
37,0
37.01,0
37.02,0
37.03,0
37.04,0
37.05,0
37.06,0
37.07,0
37.08,0
37.09,0
37.1,0
37.11,0
37.12,0
37.13,0
37.14,0
37.15,0
37.16,0
37.17,0
37.18,0
37.19,0
37.2,0
37.21,0
37.22,0
37.23,0
37.24,0
37.25,0
37.26,0
37.27,0
37.28,0
37.29,0
37.3,0
37.31,0
37.32,0
37.33,0
37.34,0
37.35,0
37.36,0
37.37,0
37.38,0
37.39,0
37.4,0
37.41,0
37.42,0
37.43,0
37.44,0
37.45,0
37.46,0
37.47,0
37.48,0
37.49,0
37.5,0
37.51,0
37.52,0
37.53,0
37.54,0
37.55,0
37.56,0
37.57,0
37.58,0
37.59,0
37.6,0
37.61,0
37.62,0
37.63,0
37.64,0
37.65,0
37.66,0
37.67,0
37.68,0
37.69,0
37.7,0
37.71,0
37.72,0
37.73,0
37.74,0
37.75,0
37.76,0
37.77,0
37.78,0
37.79,0
37.8,0
37.81,0
37.82,0
37.83,0
37.84,0
37.85,0
37.86,0
37.87,0
37.88,0
37.89,0
37.9,0
37.91,0
37.92,0
37.93,0
37.94,0
37.95,0
37.96,0
37.97,0
37.98,0
37.99,0
38,0
38.01,0
38.02,0
38.03,0
38.04,0
38.05,0
38.06,0
38.07,0
38.08,0
38.09,0
38.1,0
38.11,0
38.12,0
38.13,0
38.14,0
38.15,0
38.16,0
38.17,0
38.18,0
38.19,0
38.2,0
38.21,0
38.22,0
38.23,0
38.24,0
38.25,0
38.26,0
38.27,0
38.28,0
38.29,0
38.3,0
38.31,0
38.32,0
38.33,0
38.34,0
38.35,0
38.36,0
38.37,0
38.38,0
38.39,0
38.4,0
38.41,0
38.42,0
38.43,0
38.44,0
38.45,0
38.46,0
38.47,0
38.48,0
38.49,0
38.5,0
38.51,0
38.52,0
38.53,0
38.54,0
38.55,0
38.56,0
38.57,0
38.58,0
38.59,0
38.6,0
38.61,0
38.62,0
38.63,0
38.64,0
38.65,0
38.66,0
38.67,0
38.68,0
38.69,0
38.7,0
38.71,0
38.72,0
38.73,0
38.74,0
38.75,0
38.76,0
38.77,0
38.78,0
38.79,0
38.8,0
38.81,0
38.82,0
38.83,0
38.84,0
38.85,0
38.86,0
38.87,0
38.88,0
38.89,0
38.9,0
38.91,0
38.92,0
38.93,0
38.94,0
38.95,0
38.96,0
38.97,0
38.98,0
38.99,0
39,0
39.01,0
39.02,0
39.03,0
39.04,0
39.05,0
39.06,0
39.07,0
39.08,0
39.09,0
39.1,0
39.11,0
39.12,0
39.13,0
39.14,0
39.15,0
39.16,0
39.17,0
39.18,0
39.19,0
39.2,0
39.21,0
39.22,0
39.23,0
39.24,0
39.25,0
39.26,0
39.27,0
39.28,0
39.29,0
39.3,0
39.31,0
39.32,0
39.33,0
39.34,0
39.35,0
39.36,0
39.37,0
39.38,0
39.39,0
39.4,0
39.41,0
39.42,0
39.43,0
39.44,0
39.45,0
39.46,0
39.47,0
39.48,0
39.49,0
39.5,0
39.51,0
39.52,0
39.53,0
39.54,0
39.55,0
39.56,0
39.57,0
39.58,0
39.59,0
39.6,0
39.61,0
39.62,0
39.63,0
39.64,0
39.65,0
39.66,0
39.67,0
39.68,0
39.69,0
39.7,0
39.71,0
39.72,0
39.73,0
39.74,0
39.75,0
39.76,0
39.77,0
39.78,0
39.79,0
39.8,0
39.81,0
39.82,0
39.83,0
39.84,0
39.85,0
39.86,0
39.87,0
39.88,0
39.89,0
39.9,0
39.91,0
39.92,0
39.93,0
39.94,0
39.95,0
39.96,0
39.97,0
39.98,0
39.99,0
40,0
